fitness,lr0,degrees,weight_decay,momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,translate,scale
0.0,0.01,0.0,0.0005,0.937,7.5,0.5,1.5,0.015,0.5,0.4,0.1,0.5
