fitness,lr0,degrees,weight_decay,momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,translate,scale
0.0,0.01,0.0,0.0005,0.937,7.5,0.5,1.5,0.015,0.5,0.4,0.1,0.5
0.0,0.00936,0.0,0.0005,0.937,7.5,0.5,1.5,0.0145,0.5,0.4,0.09469,0.5182
0.0,0.01,0.0,0.00049,0.99,7.5,0.53771,1.50286,0.01147,0.5,0.34755,0.12492,0.53121
0.0,0.00927,0.0,0.00065,0.99,8.6033,0.64532,1.36216,0.01617,0.5,0.38809,0.0941,0.55846
0.0,0.01125,0.0,0.00051,0.94396,6.90123,0.5,1.5,0.01475,0.5,0.4026,0.10486,0.54336
